Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Armands Revelins,Industrial Relations,3.0,2.0,1,"Easy summer class, the only annoying thing is that the class is not asynchronous. Revelins himself is pretty chill and the quizzes can be tough if you aren't paying attention and taking notes."
Christopher Ober,Engineering,2.3,2.6,11,Worse class and Professor. Never care about well student learn.
Viktor Tsyrennikov,Economics,3.8,3.4,5,"international monetary theory and policy- Has a great, sort of understated sense of humor. Can come off as a bit aloof and intimidating but actually cares about his students quite a bit. Tests are pretty tough, manages to create some difficult questions from pretty straightforward material. Lots and lots of graphs."
Locksley Edmondson,Ethnic Studies,2.8,3.6,9,Lot of information to process. Fairly interesting lecture with movies. Very few tests but stuff from the tests are mentioned in a random few of the many readings. Pretty picky when he grades his long papers but you have plenty of time to do them. You can skip class and forgo the grade bump but make sure to not get lost.
Farbod Shokrieh,Mathematics,4.2,3.0,22,"Shrokrieh sometimes made me feel stupid for asking questions, and I didn't feel like he cared very much about students who were struggling. That being said, he was a great lecturer."
David Patel,Political Science,4.6,2.7,7,Professor Patel is my favorite Government professor at Cornell! I took his seminar (International Politics of the Middle East) and I am currently taking Issues Behind the News this semester. He is a fantastic professor with lots of knowledge of the region. He treats students as equals and has no problem with providing background knowledge.
Lang Tong,Engineering,2.0,4.0,7,"Professor inaccessible outside of class. Never responds to emails. Final project not reflective of content covered during course. Very disappointed. Please note that this course features heavy coding assignments, which was not on the syllabus."
Dagmawi Woubshet,English,4.8,2.8,12,"Prof. Woubshet is a really nice, good teacher whose earnest passion for the material is palpable. And the books are  quite good. My only criticisms is that he agrees with everything students say, so it stifles discussion. He also had us read some LGBTQ material in an African-American lit class and he didn't connect the two. I recommend him overall!"
Vishal Gaur,Operations & Information Mgmt.,4.0,2.0,1,Worth attending his lectures
John Hoddinott,Human Ecology,4.8,3.0,4,"I took NS 1400 with Professor Hoddinott and his lectures were mostly interesting, sometimes boring; he taught the economic portion of the class and the exam questions were pretty lecture heavy; overall, its a good class and he's a good professor "
Silvia Ferrari,Aerospace Eng.  Mechanics,2.1,2.8,6,"Silvia does not respect students or this job, just teaches the course as a job, not motivates students to learn at all. Will never take her course again."
Silvia Amigo-Silvestre,Languages,3.6,3.9,27,"Silvia is honestly a great professor, but her class is really hard. I had to drop it because it was taking too much time and was going to lower my GPA. Lots of work and a really tough grader. She cares about your learning deeply and wants to see you improve your Spanish. I am retaking with a different prof. "
David Brown,Social Science,4.5,1.7,3,"One of the nicest people you'll meet. Knows the stuff really well and is hugely committed to ensuring that students understand the material. Clear, excellent lecturer. The class is easy, too."
John Carruthers,City & Regional Planning,3.0,2.0,2,"John is one of the best professors I've had at Cornell. He has literally sent me on a brand new trajectory in my career. He has a really interesting perspective as a regional scientist, and one that isn't explored anywhere else in the department. He wants you to succeed, and is willing to give second chances. I've never learned so much. "
Macarena Tejada-Lopez,Languages,4.5,3.0,2,Such a queen I love her. Class can be somewhat stressful cuz you have to participate a bunch but generally very doable and all the tests and formal presentations are online
Mostafa Minawi,History,4.9,3.0,12,"I took Ottoman Empire 1800-1922 with Minawi. Really cool guy, passionate, inspired speaker who enjoys making his students think, ask questions, and engage. His classes are very reading-heavy and attendance is mandatory. His lectures are more a formality and discussion forum tbh. Exams are extremely reading materials-based. No papers but book report"
Quincy Loney,Mathematics,2.0,4.0,2,"Quincy has to be the worst professor I've ever had. He would often get confused by his own questions, struggle to explain basic concepts, and nitpick every HW calculation to his exact standards. Be prepared to teach yourself. He is a horrible professor, and a rude person who tries to make you feel dumb instead of helping you during class. "
Marianella Casasola,Psychology,4.4,3.1,14,"I took this class as a freshman, and absolutely loved it. Prof. Casasola was incredibly helpful, detailed, and really pushed her students to succeed. The bulk of your grade comes from two research projects - you'll learn a lot about academic writing, APA formatting, and the scientific method. Highly recommend!"
Catalina Iricinschi,Psychology,2.9,3.5,6,"One of the better professors I have had here at F&M. Relatively easy grader, but forces you to seriously engage with the material and to participate in class.  If you do that, you will thrive in her class."
Nika Haghtalab,Computer Science,5.0,4.0,1,Prof. Haghtalab did a great job of lecturing 170. She made everything super clear and had a great lecture style. Would highly recommend.
Shimon Edelman,Psychology,2.6,2.3,29,Material doesn't make sense and complicates assignments..
Shilo McGiff,English,4.5,3.0,2,"Shilo helped me learn a lot, and she's a great professor!"
Stephani Robson,Hospitality,4.2,3.7,20,"Professor Robson is the absolute best! Her lectures are so informational and she is just amazing in her field. She made the grading criteria clear and I never got confused in this class. Although lectures are not mandatory, it is highly recommended that you don't miss them. They are fast and cover lots of information not showing in the slideshow."
Dan Torop,Fine Arts,1.0,4.5,2,"Worst professor ever. Just be nice to yourself and don't take his class if there is an alternative to it. He is NOT open to new ideas and if the work you made interferes with what he ""likes"", his comments during critique will be very mean and judgmental."
Jonathan Ochshorn,Architecture,5.0,2.0,1,"An excellent professor! He can be a little quirky sometimes, but overall very caring and chill. Grades come easy as long as you go to the lectures (which notes are available online, so not a note-heavy class). Assignments can be time-consuming but were graded mercifully, and there are ways to get half of the lost points back."
Elizabeth Ogata,Biology,5.0,1.0,3,"She is extremely nice and is great at explaining concepts and answering questions well! She is also very understanding when it comes to assignments, attendance, etc. She always makes sure students understand concepts. Go to her office hours! "
Mike Van Amburgh,Agriculture,3.6,2.5,8,Mike is a tremendous leader in the dairy industry. Actually being able to know and work with him in classes is truly amazing.
Nolan Bennett,Government,5.0,3.0,3,"Really good at making you a better writer, it turns out instructors like him are actually pretty rare. Gives a bit more reading than most FWS's, but it's still hardly anything and usually pretty interesting. Always helpful if you approach him after class and respects your opinions."
Elissa Cogan,Hotel & Restaurant Management,2.3,3.3,3,"This professor was terrible: No grades until the last day, zero instruction, and then horrendous grading system where the median grade was a C"
Michela Baraldi,Languages,4.9,2.1,26,"the GOAT language professor, and genuinely one of the best teachers I've ever had. Probably forever influenced my view of Italian"
Lindsay Goodale,Animal Science,3.0,1.4,3,Quizzes were very specific on material and lectures were not very engaging at times. The discussion sections were interesting in the class because we got to talk with other students. 
Lindsay Glasner,Animal Science,5.0,1.0,1,"Weekly 9:05am Friday lectures and is an easy A+ if you do not forget to turn in more than 2 assignments (like I did). Will not curve if you're on the edge of a higher letter grade. Easy assignments and not harshly graded by any means.
She's a great resource for ansci majors and wants the best for the department's students."
Kimoi Kemboi,Mathematics,3.0,3.0,1,She is very knowledgeable of the material but teaching style wasn't for me. Most of my good grades in the class were from material I learned in AP calculus ab. If I had no prior calculus understanding I would have been screwed. 
Julian Varas,Architecture,1.3,4.0,3,"This professor has no interest in assisting you develop your own vision for the project. If you don't do exactly what he wants (which is quite unclear anyway), he actually takes it out on you in a personal way. Further, all desk crits and reviews will be a means for punishing you for trying to work he does not approve of. Unprofessional."
Bill Carroll,Business,4.2,2.6,13,"Dr. Carrol is fantastic! funny and brilliant; he really makes the students think about the real-world applications of econ. but he does speak quickly. even though the text is rarely used, it helps to read through the material if you're having trouble. Go to TA office hours. the tests are hard with random questions mentioned maybe once in class."
Bill Gaskins,History,5.0,4.0,1,"Prof Gaskins has changed the way I think and view our world today. Furthermore, he has also changed the way I write, for the better. One of the best professors here at Cornell. Take his class, it is seriously life changing."
Bill Schulze,Economics,3.4,1.7,29,"Interesting class on sustainable business. Bill tends to go off on tangents, but he has a super interesting background and is able to provide insights regarding his own research to topics brought up in class. Super easy A, take home midterm, and final presentation is simple and he allows you to choose your own groups. Take this class. Easy A"
Marjorie Wood,History,3.8,2.5,12,"she is awesome, the way how she is teaching and makes you remember history is very easy. quizzes are not hard. I learned a lot and understand American history without stress."
David Collum,Chemistry,3.9,3.3,10,He's a king and a bright man all around. keep on rockin Dr. C!
Chris Barrett,Economics,5.0,3.3,31,"Amazing class and professor. You learn a LOT about the world, and the topics are interesting. The class requires a specific style of writing (different from other classes) that you will learn to meet/adapt to over time, but it definitely takes a bit. The undergrad TA's are also incredibly friendly and always accessible. "
Paulo Lorca,Languages,4.5,3.5,2,"Gives great writing feedback which I really appreciated. Be careful, I thought this was a blow-off class but it's not. 10 500-word reading responses, 2 5-page papers, a take-home prelim, and a 10-12 page final paper. It's definitely manageable, but more than I was expecting. Paulo is a great professor and tries to make class engaging. He's chill."
Pauline Leung,Economics,2.5,4.0,2,terrible
Pauline Goul,French,3.0,3.0,1,She makes the class stress free but I will choose another more interesting writing seminar.
Brooke Duffy,Communication,4.3,2.3,4,"Professor Duffy is a true gem. It looks like a lot of work, but she's flexible and caring. She recognizes when her students are struggling with school and life in general. She's also a great lecturer and gives many opportunities to earn points through different things (essays, tests, discussions)."
Jaeun Lim,Sociology,5.0,3.0,1,"Jaeun was great as an FWS teacher. Papers are graded on completion/ensuring all essay components are there. If you don't read and pay attention during lectures, you'll get an A on your essays."
Adam Walden,Hotel amp Restaurant Management,1.4,3.4,10,I agree with the other low ratings. Switch to another prof for business writing if you can.
Kihoon Seong,Mathematics,2.4,4.1,15,It's so so. Sometimes it's hard to follow because he usually does proofs.
Elisabeth Fay,Languages,3.5,3.0,2,"She talks ALL THE TIME, and wouldn't let anyone else put in a word edgewise. She can also be really sarcastically sweet with the students she doesn't like. If given a choice, I would not take another course with her."
Ling QI,Human Ecology,3.9,4.2,13,Best class ever at Cornell. Too bad he is leaving Cornell for Michigan. It's a big loss for Cornell.
Meng Qi,Hotel & Restaurant Management,2.0,1.0,1,Terrible teacher. Flipped class. All you need to do is copy what she does in the videos and you don't have to learn anything about statistics. She doesn't make her grading guidelines clear either.
Qi Li,Civil Engineering,4.6,2.9,4,Qi Li is the goat! There are quite a few homeworks but they are reasonable in length and are done in groups. Exams were fair and she would always provide a comprehensive review beforehand. Qi Li cares a lot about her students and her office hours were always helpful. 
Vince Slaugh,Hotel & Restaurant Management,5.0,2.6,4,The class is flipped style and the assignments are reasonably done in class. The exams can be difficult but Professor Slaugh added some opportunities for re-weighting which helped grades a lot. 
Vince Mulcahy,Architecture,3.7,2.5,12,"Best professor ever!! Really fun, makes class interesting, tells good stories, and the time flies by. I looked forward to going to lecture. An enthusiastic lecturer and funny guy. After taking this class, I'm on track to be an Architecture minor."
David Levitsky,Health Science,4.0,2.5,99,"LOTS OF MATERIAL!!!!!! Exams are super long and meticulous, so you really need to know your stuff. Levistky is an amazing professor, and knows how to make the material more interesting. Would recommend taking very detailed notes!! Do not take for an easy A, but otherwise a fascinating class."
Yang Ning,Statistics,5.0,3.1,16,"Definitely the best professor I had at Cornell - his lectures are amazing, makes the concepts very easy to understand. Super nice person as well! "
Stephen Zinder,Biology,3.3,3.5,2,"Horrible lecturer. Was little to no help in office hours. Microbio was taught along with Professor Winans, who was MUCH better. Zinder couldn't explain the material and made exam questions extremely specific. Take this class with another prof"
Gail Fine,Philosophy,2.7,3.3,6,Horrible handwriting. Quite disorganized. Writes chunks of the sporadic rambles on the chalkboard. Patronizing. TA's are very helpful and down to earth. I've taken 2 philosophy classes at Cornell and both professors have been so unorganized and constantly go on tangents...it can be frustrating at times. Thank God for TA's
Munther Younes,Languages,4.3,3.6,17,"Munther is so brilliant and kind, highly recommend taking Arabic with him! Be prepared to learn and do the homework every night - if you miss more than a day or two, it will start building up. He's happy to help and has really interesting stories if you can get him to talk about his own life. Definitely not a class to slack off in but so worth it."
Kirabo Jackson,Economics,4.3,2.7,3,"NICE CURVE. Although you might not do well on your exams, so does everyone and you end up with either an A or B. Got A-. Knows how to teach."
Olivier Desjardins,Engineering,4.3,3.0,2,Very interesting lectures. Great experience of take-home and oral exams.
Andrew Galloway,English,4.8,3.0,21,"Good professor: consistent, caring, full of information. Agree that he helps to clarify your thinking and improve writing. Solid professor."
Tamar Gendler,Philosophy,4.5,3.0,3,PHIL 181: Philosophy and the Science of Human Nature 
 I am watching these videos online and reading the material.  She makes it fun and easy to understand.
Tamar Kushnir,Human Ecology,4.0,2.5,25,"Pretty good professor. She says things like ""come visit me in office hours, I'd love to meet all of you"", but then she doesn't ever seem particularly friendly or interested. Overall though it's a fun class, the textbook is good, and prof Kushnir is solid."
Geoffrey Fisher,Economics,5.0,1.0,1,"Good lecturer. Class content is super interesting, only time I've ever been disappointed when a class gets cancelled. Exam and final paper are easy. Discussions were on some level a waste of time, but I will admit it was really cool how the results figured into lectures. Rare class that is both an easy A and academically valuable."
Geoffrey Recktenwald,Engineering,4.8,3.1,20,Awesome awesome awesome! Best professor at Cornell!
Geoffrey Waite,Literature,4.1,2.8,31,"class is generally just prof waite talking for an hour straight with some interjections for questions. the class is ridiculously easy for an fws, and homework is entirely self directed based on what you want to write. as long as you write something, you will get a good grade and good feedback."
Geoffrey Fisher,Arts amp Sciences,1.5,1.5,2,"No office hour, had to schedule appointment. The appointment was unhappy: the meeting was supposed to be 3pm but he had a previous meeting that didn't finished. I waited for 1 HOUR and then was allowed to come in. Professor Fisher told the student next to me: I will finish this meeting within 10min. I didn't see him respect me as a student. "
Dan Cosley,Information Science,3.8,2.5,8,"Sometimes his explanations for things are long or ambiguous. Emphasis on sometimes; other times, answers to questions or feedback are straightforward and helpful. "
Eran Nevo,Mathematics,3.0,3.8,4,WORST CLASS EVER.
Hakim Weatherspoon,Computer Science,2.6,3.9,14,"Prof. Weatherspoon is a brilliant scientist and a kind professor. He is, however, not very good at explaining concepts. So confusing and keeps talking in circles. I stopped attending lectures after the first week because I learned more from reading the slides on my own. There is a lot of content covered in this course but exams are straightforward."
Makda Weatherspoon,Near Eastern Studies,5.0,2.4,9,Amazing Arabic teacher
Kadhim Owayez,Near Eastern Studies,5.0,3.2,6,"Kadhim is an incredible instructor. As other reviewers have mentioned, he genuinely cares about his students and works hard to create a friendly classroom environment. His Arabic class was the best hour of my day, because he strongly encourages students to work together outside class. Also, he has a great sense of humor."
J Bemstock,Arts & Sciences,2.5,4.0,2,"A great professor.  She really knows what she's talking about and makes it interesting.  Got behind in lectures, but she took stuff off the final to make up for it."
J Guyton,Theatre Arts,4.8,1.5,6,"Jeff is a great professor, who makes the class exciting. He utilizes acting games and vocal exercises to improve beginner actors. Take his class if you want to have fun, have minimal homework/tests, and play improv games. Don't take this class, if you have a lot of experience and expect to become a stronger actor; this class is for beginners."
Kate Bronfenbrenner,Social Science,3.4,3.4,19,This is my second class with Prof. Bronfenbrenner and I have to say that I'm ride or die now. She was increadibly patient and caring with me and other students. She knows what she's talking about more than nearly every other faculty member at ILR. Highly recommend. 
Kate Navickas,Writing,3.8,3.8,3,Professor Kate is amazing! She takes the time to engage with each student and is very accommodating. I have tremendously improved my writing skills because of her and would highly recommend to take her class.
Kate Griffith,Law,4.5,3.3,26,"pretty straightforward class and professor. do readings, understand readings, tested on readings. grading was a little vague but whatever"
Kate McCullough,English,3.6,3.1,16,Ugh
Marcel Preuss,Business,2.0,2.0,1,"I generally wouldn't recommend this class because the professor seems indifferent to their students and unnecessarily complicates the material. Strategy is typically a straightforward subject, but it was made more challenging by the unreasonable exams and unclear grading system. The professor enjoys ridiculing student's final presentations.





"
Andrew Mertha,Government,4.4,2.6,16,He's an amazing lecturer. Easily approachable outside class to continue class discussions. Gives good feedback on class work and genuinely cares about his students. A very understanding lecturer. Emphasizes on learning more than grades.
Daniel Berry,Biology,3.9,3.1,10,"Clear grading, prelim questions directly from assignments and lecture slides."
Jim Berry,Economics,3.7,2.8,9,"Started out boring (I mean it is econometrics), but then he got into the  application of the statistics and was an amazing professor. You can pass without going to the lectures, but I highly recommend going to them because they help a lot and he makes the subject a lot more interesting!"
Dorothy Debbie,Biology,4.0,3.0,4,"Prof Debbie is a very caring professor and is very organized in her material and assignments. The exams weren't bad if you stayed on top of readings & lectures, and were mainly synthesis questions so you had to really understand the material. This semester she allowed exams to be open note which was incredibly helpful. Readings took alot of time."
Aditya Vashistha,Information Science,5.0,3.4,3,One of the best course that I took at Cornell. Great way to learn how to design and build technology for underserved communities in different parts of the world. Strongly recommended. 
Aditya Manthri,Computer Science,5.0,3.6,5,"Professor Manthri is an exceptional teacher, truly one of a kind. I highly recommend this course: life-altering meowing experience guaranteed."
Alisa Jimenez,Languages,5.0,3.5,2,"Alisa is one of my favorite Spanish teacher. Her enthusiasm for the language is infectious, and her teaching style is helpful to get better at the language. Rather than getting hung up on the details, she wants students to get the language. Great sense of humor. Grades very fairly (and quickly!) and work assigned is reasonable for a language class."
Val Warke,Architecture,4.3,3.0,3,Cool dude
Paul Dawson,Engineering,1.9,4.1,25,"Dawson REALLY CARES and goes out of his way to make the material more UNDERSTANDABLE if you show INTEREST. An EXTREMELY DRY lecturer, but posts all USEFUL notes online. 4140 will mostly teach data analysis & solid mech theory used in ACTUAL EXPSIM. REALLY COOL projects, but VERY time consuming. Often gives extensions. No exams in this class. "
Michael Gold,Law,4.0,4.8,64,"Very hard class. First paper had a median of around a 25%. If you want to do well on the two papers, you basically have to spend two straight weeks in the library before you submit them. If you don't want to do that, and you care a lot about your grades, try to avoid this class. Curve saves you; upper 80s turns into A+."
Michael Goldstein,Psychology,4.5,3.6,38,"Mike is a good person, but as a professor, I disliked him. He yaps all class, is disorganized, won't post slides in advance, a tough grader, threatens to take off more points with regrades (so that people won't ask), is inconsiderate (made an exam and exam review on an important, well-known holiday), does not respond to emails, and grades slowly."
Ishion Hutchinson,English,3.5,1.7,3,I went out of my way to take a second class with Professor Hutchinson. He helped me elevate my poetry and was more than willing to meet one on one with anyone to discuss his comments in greater detail. He wants to see his students succeed. I asked him to be my advisor because of this dedication he has to his students.
Jenna Golan,Health Science,1.2,4.1,13,"I'm a bit surprised that all the other reviews are so negative. She maybe wasn't the best professor I've ever had, but definitely not terrible. She seems to know a lot about the content, she just comes off a bit monotomous and unenthusiastic. The tests are really pretty easy, everything is from the slides. I actually kinda enjoyed the class"
Adeolu Ademoyo,African Studies,4.1,1.2,5,"Compared to other language courses, this is definitely one of the best options. He is EXTREMELY disorganized which makes the course much more stressful, but he ultimately gives everyone a good grade (A- or above), unless you are really bad then maybe he'll give you a B+. Much less work than other language classes. He acts a lot and is fun also!"
Gerry Dugan,Physics,2.6,3.7,9,Gerald Dugan is my hero. He really cares about his students and frequently stops during lecture to make sure everyone understands. He's quirky and charming and he makes the cutest little self-deprecating jokes in class. He's the man.
Daniel Duque,Languages,4.8,2.8,5,"Daniel is the man. Super chill, great sense of humor and informal style of teaching. Doesn't make you feel too pressured when you're talking, which is good because talking in class is definitely emphasized. Have to study on your own a lot for the tests but he makes class as fun as it could be."
Breton Bienvenue,Psychology,4.3,2.6,22,Such a great prof. Would take another class with him in a second.
Daniella Reis,Arts & Sciences,5.0,2.0,1,"Oceanography is a good class. You learn a lot from it, and the content isn't that difficult if you study, like everyone at Cornell will tell you since this class is famous around campus. Other classes I'm currently taking are much more difficult than this was. This TA showed she cared for students and was always willing to answer any questions."
Adrienne Bitar,History,4.5,2.5,7,"I really enjoyed this course with professor Bitar and it made me interested in pursuing the American Studies minor. The class had a decent amount of readings that were all very accessible and posted on Canvas in a reasonable time frame. Additionally, the TA Patrick was also great and he was very educated and knowledgeable about the course. Easy A!"
Elizabeth Fisher,Aerospace Eng. & Mechanics,4.6,2.8,11,"She's a great professor! The grading for homework assignments and exams is very fair. Most of the assignments were done in groups; lecture attendence is vital. The textbook is needed for the assignments, but not so much for learning the content."
Antje Baeumner,Engineering,2.9,3.6,27,Fine
Sally Wen Mao,English,1.5,3.0,2,"I had Sally for Intro to Creative writing and I learned more from my high school classes than I learned in this one. I was very unimpressed and she doesn't know how to facilitate a discussion properly.  One-on-one, her comments are helpful, but in class, no one learned anything.  Overall, the CLASS has good reading requirements and is fairly easy."
Iwan Azis,Management,3.2,3.5,10,"Following his lecture is like watching thriller movie. You think you know something, but it turns out that you don't. He teaches us a theory (or model) and its strengths very clearly, and in another session, he will open up the theory's weaknesses, and ask us to be wise in using it. A highly recommended course."
Kaori Nishikino,Asian Studies,5.0,2.0,1,"Professor Nishikino is an occasional teacher for JAPAN1101 and 1102. She is very kind with students and often gives you hints. Larson and Ichikawa sensei are the main professors, but the rundown: daily grades based on participation and accuracy, two lectures a week, occasional quiz/test."
Brenda Dietrich,Engineering,3.4,4.4,15,"Professor Dietrich makes an effort to know your name and care about you as a student. The homework's kinda suck and are graded harshly, but the professor and TA's are super accessible for office hours. The tests are very straightforward and she won't throw surprises at you. If you put in the effort, you can easily do very well in this class."
Brenda Schertz,Languages,4.5,2.5,2,"Brenda is SUPER sweet. She is easy to understand which is insane because she's speaking in a different language. She's probably the best ASL 1101 prof to have because she is the person who signs for the tests, so you'll be used to her style and speed while other students are not, even though other profs grade easier than her, go with Brenda! "
Randall Kane,Business,5.0,3.0,1,Taught by case method. Readings (articles and cases) and prep are important. Material is interesting and class discussions/lectures are often brought beyond theory by interesting real world experience of professor. Great guest speaker 
Seema Golestaneh,Near Eastern Studies,5.0,2.5,2,"I really liked Professor Golestaneh. She has an interesting background and anecdotes. She is kind, caring, and has reasonable expectations. Her lectures are interesting and seeking her out outside of class, she can give you interesting perspectives on current events. I would like to take more classes with her."
Gili Vidan,Information Science,3.8,2.8,3,"She is clearly very passionate, however not the most interesting professor I've had. The subject material is usually really interesting though, including up-to-date assignments that require actual creative thought to try to pose solutions to modern day policy problems. Overall I'd say the class and material was more interesting than the lectures."
Tejasvi Nagaraja,Industrial Relations,3.0,3.3,16,"Lectures were all over the place, he YAPPS about irrelevant information 80% of the class. We had 6-7 different books to read almost at random across the semester. Papers are extremely long for an intro class, and even longer readings. Extremely boring lectures, only survived because of my TA! (They are 100% responsible for all the grading). "
Yu Yu Khaing,Asian Studies,5.0,3.0,1,"Sayama Yu Yu is fantastic. She has instilled in our tiny class a genuine love for the Burmese language. The class uses worksheets rather than an expensive textbook and moves at a manageable pace, so long as you dont slack off."
Greeshma Gadikota,Civil Engineering,3.9,3.0,8,"I loved CEE 5420 with Gadikota. The team projects and in-class interactions were amazing. She is very accessible outside class and cared deeply about my progress. She brings a unique perspective to decarbonization, sustainable energy and resource conversions. I feel well prepared to tackle these topics outside the classroom. 
"
Paul Soloway,Veterinary Sciences,2.6,4.0,7,"Soloway is a very caring professor, and readily easily accessible outside of class. He was always willing to help and discuss course content material. His lectures though were very dense and confusing at times, which led to frustration sometimes. However, he tried to break the content down through analogies and examples which was always helpful. "
Toni Russo,Communication,2.8,2.0,22,great
James Webster,Music,3.0,3.1,11,Irrelevant to todays musicology.
Laurent Saloff-Coste,Mathematics,2.6,3.6,16,"The lectures were difficult to understand, irrelevant, and quite useless. The class itself was very unorganized. Homeworks were graded very harshly, Office hours weren't that helpful either. The exams were do or die and you get a single problem even slightly wrong, your grade goes for a toss."
Ted Sider,Philosophy,4.6,2.2,6,Really enjoyed his class - definitely a great teacher.
Ted O'Donoghue,Economics,4.6,3.3,28,"Took in Fall 2020. Best econ class I took at Cornell. Best mix of interesting content, fair hws and tests, and great teaching. Class is more ""mathematical/theoretical"", but Ted is fantastic at explaining it all. He's also very approachable and caring, and I appreciated that he put in extra effort to deal with the circumstances at the time. GOAT."
Jonathon Schuldt,Communication,4.5,3.0,6,"Most COMM classes give A-range grades if you work hard, at least by far for all the classes I have taken in last 2 years all ended up with solid A's EXCEPT FOR THIS ONE. There's one prelim and a final (60% of the grade), and the class average for the first prelim was a C+, kinda ridiculous for an intro-level COMM concentration class"
Carole Bisogni,Human Ecology,4.3,2.3,3,"A very lovable professor that is personable, has quirky style, and a straight-forward lecture. Her powerpoints are usually included on blackboard so that is helpful. Review the slides, readings and handouts exclusively to do well."
Carole Boyce Davies,African Studies,3.7,2.8,4,She is an amazing teacher who helped me with my writing skills and really cares about her students. I loved this class.
James Bisogni,Engineering,4.3,1.0,4,"There were no assignments outside of class, the only grade was at the end of the semester and it was a group project. Barely any work, but very boring."
Owolabi Legunsen,Computer Science,5.0,2.0,2,I chose to take this class after attending the first lecture. Professor Legunsen was engaging right from the start. I struggle to focus through lectures but he found the perfect balance of in class activities and asking questions to keep me engaged. Fantastic professor who clearly puts the effort in and cares about his students. 
Shanjun Li,Economics,4.2,1.8,5,"Super nice professor, class was graded by 3 homeworks and 1 group project that are all covered thoroughly by class lectures."
Zygmunt Haas,Engineering,3.4,3.4,11,Excellent class. Prof rocks.
James Giles,Animal Science,3.8,1.9,7,"Professor Giles may seem clueless, but if you actually get to know him and ask him for help in office hours or one on one settings, you'll find that he really knows what is going on and he knows his stuff."
Susan Christopherson,Geography,4.5,1.5,2,"Christopherson is an excellent instructor. She's incredibly knowledgeable and engaging, and stimulates very interesting conversations and debates. I went into this class knowing nothing about economic development (and not being all that interested) and left with a thorough understanding of economic development issues and a desire to keep learning."
Giles Hooker,Statistics,3.5,4.7,11,"This was a very tough class - definitely take an intro programming course first. The lectures moved super fast and were confusing, but Giles was super helpful in office hours and on Piazza. The problem sets took a long time but weren't too difficult once you understood all the directions. Past knowledge of every math course is expected- be prepared"
Faust Rossi,Law,4.8,4.0,6,"Finest professor at cornell.  Had him for civil pro, evidence and trial tactics.  Went that extra mile for me and concepts from him are still with me after 30 years of practicing law.  He and Clermont were in a league by themselves."
Liz Karns,Mathematics,3.1,3.0,46,"There was a quiz for every class so that she could know how well we learned. There were three reports but no exams. The course isn't easy and has lots of work to do, but it's worth it! Not that hard!"
Andrew Moisey,Art History,4.2,2.7,9,Moisey is a great professor and he makes the course content interesting and engaging. The teaching team is very accommodating. Would definitely recommend to people even if they are non-majors.
Chloe Ahmann,Anthropology,4.5,2.9,5,"Dr. Ahmann is incredible. Not only is she a knowledgeable, and passionate anthropologist, but she also is relatable and approachable. She even took the time to speak to me about my interest in switching to anthropology as a major. Her lectures were Ted Talk quality and grading was more than fair. Couldn't recommend taking her classes highly enough!"
Taryn Bauerle,Horticulture,4.0,3.4,14,Dr. Bauerle was pretty laid back. The classroom wasn't the best I agree but that has nothing to do with the class. We got to actually handle plants and I liked the hands-on approach.
Immanuel Trummer,Computer Science,3.4,3.3,15,Loved his lectures. He answers questions if you have any (even though only few people asked). Homeworks are very representative of the exams and also gives enough practice exams. Not hard to get a good grade in this class. Office hours are also good. 
Charles Walcott,Science,4.1,3.4,39,Very witty and entertaining lecturer.  Doesn't hurt that his material was some of the most interesting of the class.
Michel Louge,Engineering,2.6,3.8,9,"Louge is a good guy, but often can be hard to follow. If you don't do the reading you wont understand the course-- and thats not his fault."
Wesley Sine,Accounting,5.0,1.5,5,"Super chill and nice, doesn't reply to emails but enjoyed his class and learnt a lot in the three sessions "
Kristin Roebuck,Asian Studies,4.4,3.4,8,"Incredible, engaging, and charming lecturer. She likes to use visuals to draw you into the historical context. Readings are dense, and you memorize lots of facts to do well on the exams. No extra credit. 
Also, the historical narrative she offers is conspicuously feminist and Marxist (but not communist). "
Kora Battig Von Wittelsbach,Government,5.0,4.0,80,"It was a paper-based class, so will need to get textbook and print stuff. I personally liked the Friday lectures in language learning center because she showed us some fun materials besides textbook, such as music, opera and interviews."
Debra Perosio,Business,2.6,2.9,57,Easy class but she is one of the least sympathetic professors I've ever encountered. You could be in the hospital or be incredibly sick and she will still penalize you for an assignment not being handed in on time. No sense of humanity or understanding whatsoever. Easy material but merciless attitude makes the class awful. Avoid at all costs!
Debra Fried,English,3.6,2.8,13,"She rambles A LOT. The entire class consisted of her ""lecturing"" which wasted the opportunity to discuss in the small class. She was fun and interesting at times, but usually very boring. Worst of all, there were very few grades. I never knew how I was doing in the class. I feel that my grade did not reflect my knowledge of the material accurately."
Debra Nero,Science,3.9,4.2,54,"You will get yelled at and might get hit by Nero, but keep asking questions and don't give up. She's definitely there to help you but you need to put in the other half of the work. She'll push you and is not afraid of whacking you on the head to get you to learn."
Lily Codera,English,5.0,3.0,1,"Professor Codera is one of the most caring professors! I could not have developed my writing without her support. The classes are fun, unique, and wholesome. I would recommend taking her class without a doubt!"
John Belina,Engineering,4.6,2.7,28,"I took his Exploration in Engineering class and it was fairly easy if you work well in groups. There are quite a bit of textbook readings, and I don't recall taking a single test. Overall, although it could sometimes get quite boring, I really enjoyed this class."
