Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Tess Pendergrast,Sociology,5.0,1.9,8,Such a caring and enthusiastic professor! The readings for the class were all very interesting and you can tell she is very passionate about the topic.
Georg Hoffstaetter,Physics,2.9,4.0,12,"By far the most disorganized class at Cornell. The only good part about it was the tour of the particle accelerator that Prof. Hoffstaetter organized. Everything else was unsalvageable. On top of the weekly PSets, weekly lab reports, prelim and final exam, he added on a final project. Lectures were consistently 1-1.5 weeks behind homework."
Martin De Santos,Sociology,4.0,2.0,2,"He's fantastic.  Cares about what he's teaching, cares about whether or not we're learning.  The class is interesting and not too demanding.  Go to lectures, it's worth your time."
Brett De Bary,Humanities,4.2,2.2,4,"Extremely kind and sympathetic; gets if the whole class is sleep deprived and dying of overwork. Material is really engaging and gives a more rigorous understanding of how to analyze visual media. Fair warning though, it's still incredibly hard to learn and write about for those without much prior study in philosophy, literature, or fine arts."
Itziar de Rivera,Arts  Sciences,4.8,2.6,13,"I love Professor Rivera. She is intelligent and witty, and covers so many different and interesting concepts. Spans from disabilities in love to BDSM to Plato to online dating. Readings for homework are mandatory for discussion but never too long. Peer reviews for most essays, and Profs feedback is good. Such a good class, would recommend."
Art De Gaetano,Science,4.4,2.8,11,"He's a really great prof!! He wants students to do well - if you are struggling/need help/want something to be different, tell him. Super accessible outside of class. Make sure you find a friend to do the end-of-class quizzes with (it's allowed). He is so nice and enthusiastic. Applies concepts to specific examples really well. "
Chris De Sa,Computer Science,4.5,3.5,12,"Genuinely enjoyed almost every lecture. Covered a good range of material, and the problem sets and programming assignments did a decent job of forcing you to understand it."
Lawrence  Van de Valk,Agriculture,2.0,3.0,1,"Essays are self-reflections about your personality. Other grades are group assignments that are online game simulations. One group receives 100, one 80, 60, 40, and 20.

If you are in failing groups both times, you won't do well in the class (3/5 groups fail each time).He is comfortable giving you 20% on essays that are fully completed and on time."
Drew Noden,Biology,3.8,4.1,8,"Adds some humor and excitement to otherwise dull material.  Class is relatively hard, but the tests are a fair assessment of what you know.  No textbook for class and no graded assignments beyond a pair of in-class and take-home tests.  Lab period is used for extra-long lectures more often than for looking at embryos under a microscope."
Wolfgang Sachse,Engineering,2.1,3.8,44,"He's a really nice and funny guy. The grading is sometimes unclear, but he is always willing to help explain anything. Read the course packet notes he gives, you won't learn anything from the lectures. The lecture material was always way harder than anything tested on, the course packet is more accurate on what to expect. I believe he is retiring."
Margaret Rossiter,Social Science,4.2,1.3,3,She's great
Margaret Frank,Science,4.3,2.1,4,"Although I barely went to lectures, I loved her energy. Lectures were great and interactive. I'm a visual learner and it helps that she draws a lot of diagrams. She is also very accommodating as long as you ask for it either in-person after lecture or through emails. Her TA's are all rly great too. "
Margaret Washington,History,3.2,4.2,6,"Her class is very lecture heavy (you cant miss em) and her tests are heavily based on them and on the readings. a lot to read as well, but if you read the week readings before the classes they help balance all the information well. hard grader but everything is found on the syllabus."
Margaret Shackell-Dowell,Accounting,2.7,2.7,3,Definitely a great professor for Financial Accounting course !
Anna Marie Smith,Political Science,4.1,3.6,8,"One of my favorite professors.  She takes these incredibly complex philosophy writings and explains them so simply, yet so fully.  She doesn't water down the philosophers, she explains their points better.  She's liberal , and she felicitously attacks conservatism.  You will never be discriminated against for being a conservative. She loves debate"
Gary Smith,Anthropology,4.0,3.0,1,Organized and helpful.
Robert Smith,Economics,4.5,2.8,22,KINDEST PROF IN ALL OF ILR!!! Take him!!!
David Smith,Psychology,4.6,3.1,15,"*BIONB 3240 & PSYCH 4230. David is a very laid back prof- sometimes to a fault when he's late sending things out, etc, but it's def worth it bc it makes his classes v not stressful. He grades easy. In the lab course the grade was based off 3 papers, a short test, and participation, all graded reasonably as long as you can write a scientific paper."
Stephen Frug,History,3.6,3.0,4,"If you like history you'll love frug. Great man, great teacher."
Stephen Vider,History,5.0,2.5,2,Dr. Vider taught a fantastic course on mental health and mental illness. This course introduces a lot of historical background of medical injustices in mental health care and Dr. Vider clearly has command over the content. He is very accessible and understanding of students' circumstances and wants to see you succeed. Highly recommend.
